ticker,definition,signal_date,classification,success_70_10,recovery_20,recovery_25,recovery_30,recovery_35,recovery_40,rsi_change_3,rsi_change_5,rsi_change_10,volume_s1,volume_first,rsi_first
NXPL,A_10_from_low,2026-04-13,temporary_spike,False,S-20,S-20,S-20,S-20,S-15,-6.549982070918205,-1.2405836261961838,4.7738678055808705,0.2873053022354935,,S-20
NXPL,B_20_from_low,2026-04-20,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,2.0784606225970634,0.1488144599415051,5.208698047370241,0.5097810398304824,S-4,S-20
NXPL,C_20_in_1_3,2026-05-26,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,6.939460999715685,9.38528494197432,-11.333744569868742,0.7467911318553092,,S-20
NXPL,D_rapid_expansion,2026-05-26,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,6.939460999715685,9.38528494197432,-11.333744569868742,0.7467911318553092,,S-20
NXPL,E_base_breakout,2026-08-13,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,6.398940807879242,4.745101983166961,10.212555467543751,1.268666578564821,S-10,S-20
PN,A_10_from_low,2026-04-16,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,-0.7786720513335297,-2.844382956175963,-4.229262021224187,2.968922787073991,S-20,S-20
PN,B_20_from_low,2026-04-16,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,-0.7786720513335297,-2.844382956175963,-4.229262021224187,2.968922787073991,S-20,S-20
PN,C_20_in_1_3,2026-05-04,true_explosion,True,S-20,S-20,S-20,S-20,,5.616901097919218,4.4116393540162235,4.321190601158428,17.837393436016576,S-15,S-20
PN,D_rapid_expansion,2026-05-04,true_explosion,True,S-20,S-20,S-20,S-20,,5.616901097919218,4.4116393540162235,4.321190601158428,17.837393436016576,S-15,S-20
PN,E_base_breakout,2026-05-04,true_explosion,True,S-20,S-20,S-20,S-20,,5.616901097919218,4.4116393540162235,4.321190601158428,17.837393436016576,S-15,S-20
QNCX,A_10_from_low,2026-04-13,no_significant_move,False,S-20,S-20,S-7,S-4,S-4,-4.936443766466979,11.876596704293299,12.94352605690532,0.9769770976302847,S-4,S-7
QNCX,B_20_from_low,2026-04-13,no_significant_move,False,S-20,S-20,S-7,S-4,S-4,-4.936443766466979,11.876596704293299,12.94352605690532,0.9769770976302847,S-4,S-7
QNCX,C_20_in_1_3,2026-07-29,temporary_spike,False,S-20,S-20,S-20,S-20,S-10,11.750831508470348,7.0931538264783995,6.594194072902496,0.9541936302499683,S-20,S-20
QNCX,D_rapid_expansion,2026-07-29,temporary_spike,False,S-20,S-20,S-20,S-20,S-10,11.750831508470348,7.0931538264783995,6.594194072902496,0.9541936302499683,S-20,S-20
QNCX,E_base_breakout,2026-07-29,temporary_spike,False,S-20,S-20,S-20,S-20,S-10,11.750831508470348,7.0931538264783995,6.594194072902496,0.9541936302499683,S-20,S-20
BNRG,A_10_from_low,2026-07-17,temporary_spike,False,,,,,,,,,,,
BNRG,B_20_from_low,2026-07-17,temporary_spike,False,,,,,,,,,,,
BNRG,C_20_in_1_3,2026-08-12,temporary_spike,False,S-2,S-1,S-1,,,12.973889784687032,,,,,S-1
BNRG,D_rapid_expansion,2026-08-13,no_significant_move,False,S-3,S-2,S-2,S-1,,13.205634720404646,16.353469690052634,,,,S-2
BRNX,A_10_from_low,2026-04-15,temporary_spike,False,S-20,S-15,,,,-3.0755121291613676,-3.7497432728880256,-2.311237816753433,1.2837136727130876,,
BRNX,B_20_from_low,2026-04-16,temporary_spike,False,S-20,S-15,S-1,S-1,,10.898759430490344,10.997611534035201,9.529953274412009,6.228597871355853,S-1,S-1
BRNX,C_20_in_1_3,2026-05-28,no_significant_move,False,S-20,S-20,S-20,S-20,,-0.5051995831543508,0.030917198071449548,-5.767847773144226,0.04565877071650008,S-20,S-20
BRNX,D_rapid_expansion,2026-07-02,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.2131485474958339,-0.32542937144144446,-7.681152640955133,0.05237812883825336,S-20,S-20
NMTC,A_10_from_low,2026-04-16,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-1.1694557317458205,1.0863117633499044,-8.928270334861459,2.6857483494762695,S-10,S-20
NMTC,B_20_from_low,2026-04-17,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,5.192906775854716,5.360630583063617,-4.176261452719672,2.4148659145700933,S-7,S-20
NMTC,C_20_in_1_3,2026-08-14,rapid_move,True,S-20,S-20,S-1,S-1,S-1,16.088523793076632,17.402872919787242,21.021764033183373,4.477814669483852,S-5,S-1
NMTC,E_base_breakout,2026-08-19,temporary_spike,False,S-20,S-4,S-4,S-4,S-4,-2.188824219825598,20.66166300153798,23.979014301952155,0.6975886734016665,S-7,S-4
PMAX,A_10_from_low,2026-04-17,gradual_rise,False,S-10,S-5,,,,-2.8917321516431542,-4.4227897498023765,-1.3139280202198336,0.3846601540816547,S-7,
PMAX,B_20_from_low,2026-04-17,gradual_rise,False,S-10,S-5,,,,-2.8917321516431542,-4.4227897498023765,-1.3139280202198336,0.3846601540816547,S-7,
PMAX,C_20_in_1_3,2026-05-06,no_significant_move,False,S-20,S-10,S-2,,,2.2047049236072667,3.9324592729570043,2.8350441570634786,0.057527289507960336,S-20,S-2
PMAX,D_rapid_expansion,2026-05-06,no_significant_move,False,S-20,S-10,S-2,,,2.2047049236072667,3.9324592729570043,2.8350441570634786,0.057527289507960336,S-20,S-2
EHGO,A_10_from_low,2026-04-20,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-16.673777726844918,-14.895194988971888,-26.43530240385904,1.0844755679305935,S-10,S-20
EHGO,B_20_from_low,2026-05-06,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-1.7968093542706782,0.26700305721043094,-3.45440612648936,0.4361449864498645,,S-20
EHGO,C_20_in_1_3,2026-05-22,gradual_rise,False,S-20,S-20,S-20,S-20,,5.171935299806577,0.6583760871623952,3.3140375052819024,6.018755328218244,S-5,S-20
EHGO,D_rapid_expansion,2026-05-22,gradual_rise,False,S-20,S-20,S-20,S-20,,5.171935299806577,0.6583760871623952,3.3140375052819024,6.018755328218244,S-5,S-20
EHGO,E_base_breakout,2026-05-22,gradual_rise,False,S-20,S-20,S-20,S-20,,5.171935299806577,0.6583760871623952,3.3140375052819024,6.018755328218244,S-5,S-20
HUBC,A_10_from_low,2026-04-22,no_significant_move,False,S-20,S-10,S-5,S-5,,-3.3986499065550078,-7.495297509377295,1.7802401989848846,2.0179458663951197,S-20,S-5
HUBC,B_20_from_low,2026-05-29,true_explosion,True,S-20,S-20,,,,0.023927084422467715,-0.028861942465766788,-0.06553341824343306,3.3172077338249704,S-15,
HUBC,C_20_in_1_3,2026-05-29,true_explosion,True,S-20,S-20,,,,0.023927084422467715,-0.028861942465766788,-0.06553341824343306,3.3172077338249704,S-15,
HUBC,D_rapid_expansion,2026-05-29,true_explosion,True,S-20,S-20,,,,0.023927084422467715,-0.028861942465766788,-0.06553341824343306,3.3172077338249704,S-15,
LRHC,A_10_from_low,2026-04-21,no_significant_move,False,S-20,S-7,,,,1.7933911932868511,-3.18878660889996,0.16292441451697925,0.6978970534727055,S-7,
LRHC,B_20_from_low,2026-04-21,no_significant_move,False,S-20,S-7,,,,1.7933911932868511,-3.18878660889996,0.16292441451697925,0.6978970534727055,S-7,
LRHC,C_20_in_1_3,2026-06-16,no_significant_move,False,S-20,S-15,S-1,,,6.2036076078120885,5.290739439091055,1.7459746364749265,0.17621195700223613,S-10,S-1
LXEH,A_10_from_low,2026-04-20,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-4.057795086319416,-4.880253670336032,2.3521000655233166,0.18789377792706138,S-15,S-20
LXEH,B_20_from_low,2026-05-04,temporary_spike,False,S-20,S-20,S-20,S-20,S-15,1.0315118569738928,-3.8221656222383587,-13.448714684320336,0.4762339517794617,,S-20
LXEH,C_20_in_1_3,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,7.6052071877462595,2.228516727320482,-6.119490345942765,1.2820781592488288,S-20,S-20
LXEH,D_rapid_expansion,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,7.6052071877462595,2.228516727320482,-6.119490345942765,1.2820781592488288,S-20,S-20
LXEH,E_base_breakout,2026-05-19,gradual_rise,False,S-20,S-20,S-20,S-20,S-2,9.391010221475312,10.546335747585594,11.590678490556762,0.13537726458291857,S-10,S-20
RAYA,A_10_from_low,2026-04-21,temporary_spike,False,S-20,S-20,S-7,S-7,S-7,-3.7803839936285257,-7.6448112763033365,14.008128553202887,0.03557573080035236,S-20,S-7
RAYA,B_20_from_low,2026-04-30,temporary_spike,False,S-20,S-15,S-15,S-10,S-10,2.2980042045895033,2.0438181770580144,-5.118443990559861,0.11632225074460749,S-15,S-15
RAYA,C_20_in_1_3,2026-05-06,no_significant_move,False,S-20,S-20,S-15,S-15,S-15,7.1475795482680695,7.406991699607985,8.208285950827019,0.056970740103270225,,S-15
RAYA,D_rapid_expansion,2026-06-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-15,7.688493242074507,6.729581150338603,6.505043407793913,1.147746719908728,,S-20
RAYA,E_base_breakout,2026-06-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-15,7.688493242074507,6.729581150338603,6.505043407793913,1.147746719908728,,S-20
TDIC,A_10_from_low,2026-04-20,true_explosion,True,S-20,S-20,S-20,S-20,S-7,0.752338596838932,6.700088271287221,10.690321445048802,0.0734646781377959,,S-20
TDIC,B_20_from_low,2026-04-21,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-0.9607893572735051,0.1841750339338688,-11.586397176754872,0.05438300855285068,S-10,S-20
TDIC,C_20_in_1_3,2026-04-23,gradual_rise,False,S-20,S-20,S-20,S-15,S-10,18.392876125229733,17.43208676795623,20.5643994847703,0.22307390312336092,S-2,S-20
TDIC,D_rapid_expansion,2026-04-23,gradual_rise,False,S-20,S-20,S-20,S-15,S-10,18.392876125229733,17.43208676795623,20.5643994847703,0.22307390312336092,S-2,S-20
TDIC,E_base_breakout,2026-05-12,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-7.576227074931019,-5.78531704410311,-7.583018606791995,0.34239929772144495,S-15,S-20
KITT,A_10_from_low,2026-04-23,no_significant_move,False,S-20,S-20,S-20,S-20,S-7,-1.9349503584733156,-11.126193207485294,-2.486684379313914,1.6944420040690964,S-7,S-20
KITT,B_20_from_low,2026-06-01,no_significant_move,False,S-20,S-20,S-1,,,5.045067924935779,5.2809598693646365,6.247268083895818,1.152412219687274,,S-1
KITT,E_base_breakout,2026-06-01,no_significant_move,False,S-20,S-20,S-1,,,5.045067924935779,5.2809598693646365,6.247268083895818,1.152412219687274,,S-1
KITT,C_20_in_1_3,2026-08-03,temporary_spike,False,S-20,S-20,S-4,S-4,S-1,9.099865348624995,11.636122358800584,11.868623475444473,0.7234343824419128,S-4,S-4
KITT,D_rapid_expansion,2026-08-03,temporary_spike,False,S-20,S-20,S-4,S-4,S-1,9.099865348624995,11.636122358800584,11.868623475444473,0.7234343824419128,S-4,S-4
ZSPC,A_10_from_low,2026-04-27,temporary_spike,False,S-20,S-20,S-7,,,-4.573431005915737,-7.198569062852698,-2.2214822090775783,0.8761733870569689,S-15,S-7
ZSPC,B_20_from_low,2026-04-28,temporary_spike,False,S-20,S-15,,,,-1.8530033890678084,-6.333192771467026,-4.891977767927486,1.4265115677100455,S-15,
ZSPC,C_20_in_1_3,2026-05-05,temporary_spike,False,S-20,S-20,,,,0.2064477133284015,-0.1493477591251633,-6.708982034998584,0.10858377364196795,S-20,
ZSPC,D_rapid_expansion,2026-06-01,temporary_spike,False,S-20,S-10,,,,1.8288573445651792,1.9858754120673723,1.864026632715877,0.681060606060606,,
ZSPC,E_base_breakout,2026-08-12,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,2.254639517700312,3.2119789279239868,3.6678531498975246,4.331631120456594,S-10,S-20
KUST,A_10_from_low,2026-04-23,no_significant_move,False,S-20,S-15,S-10,S-10,S-7,-3.1954595692528116,-1.7411827672983407,7.087904366242455,6.017879642407152,S-10,S-10
KUST,B_20_from_low,2026-05-06,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-0.51480170090462,-0.8984764169281405,-5.815771594364328,0.24208086531032708,S-20,S-20
KUST,C_20_in_1_3,2026-07-01,temporary_spike,False,S-20,S-20,S-2,,,9.768205924819213,3.543253029278617,6.943287145922994,0.1624335543549074,S-4,S-2
KUST,D_rapid_expansion,2026-07-01,temporary_spike,False,S-20,S-20,S-2,,,9.768205924819213,3.543253029278617,6.943287145922994,0.1624335543549074,S-4,S-2
TOUR,A_10_from_low,2026-04-23,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-10.837102209976464,-14.547754560582455,-14.407449172595882,11.172874781373924,S-3,S-20
TOUR,B_20_from_low,2026-04-30,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.20088475540665485,3.8204844663718305,0.19266209692236202,0.7143345877523093,S-7,S-20
TOUR,E_base_breakout,2026-09-03,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,5.206254468175608,12.252303793752588,7.854199080384063,0.8146067415730337,S-7,S-20
IPST,A_10_from_low,2026-04-23,gradual_rise,False,S-20,S-20,S-10,S-10,S-10,-4.189245704056816,-9.24061040569196,-2.459449752094777,0.041375941362942585,,S-10
IPST,B_20_from_low,2026-04-30,gradual_rise,False,S-20,S-20,S-15,S-15,S-15,0.1907931452639744,-0.8304803172710891,-10.793181038870024,0.20168197983479433,,S-15
IPST,C_20_in_1_3,2026-05-04,temporary_spike,False,S-20,S-20,S-15,S-15,S-15,2.787167420708542,2.9779605659725163,-2.954648916526338,0.07037967355726625,,S-15
IPST,D_rapid_expansion,2026-05-14,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,4.490333191944593,1.347038974305768,4.4707605169167906,2.161982260829048,S-1,S-20
IPST,E_base_breakout,2026-05-14,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,4.490333191944593,1.347038974305768,4.4707605169167906,2.161982260829048,S-1,S-20
CUE,A_10_from_low,2026-04-24,true_explosion,True,S-20,S-20,S-20,S-20,S-10,-7.011593181906349,-11.947173727504044,-21.890460618583383,0.09580482566941252,S-10,S-20
CUE,B_20_from_low,2026-04-24,true_explosion,True,S-20,S-20,S-20,S-20,S-10,-7.011593181906349,-11.947173727504044,-21.890460618583383,0.09580482566941252,S-10,S-20
CUE,C_20_in_1_3,2026-05-01,temporary_spike,False,S-20,S-20,S-15,S-15,S-15,4.141583854529628,-5.987986013511062,-16.283993260802625,1.8081971955645848,S-15,S-15
CUE,D_rapid_expansion,2026-05-01,temporary_spike,False,S-20,S-20,S-15,S-15,S-15,4.141583854529628,-5.987986013511062,-16.283993260802625,1.8081971955645848,S-15,S-15
CUE,E_base_breakout,2026-07-08,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,8.30035361244439,1.1886873668000675,9.371610316181744,0.8529664660361135,S-5,S-20
MSS,A_10_from_low,2026-04-27,temporary_spike,False,S-20,S-20,S-15,S-10,S-10,0.9948725386303465,-7.63573456259072,-7.1735198678976815,1.049249271801694,S-10,S-15
MSS,B_20_from_low,2026-05-04,temporary_spike,False,S-20,S-20,S-20,S-15,S-15,0.2132255648499637,-1.867135566480215,-3.550294775719216,0.1959724583997926,S-15,S-20
MSS,C_20_in_1_3,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-1,12.607251723239074,11.465129339149378,12.52869834184797,6.690929285887308,S-4,S-20
MSS,D_rapid_expansion,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-1,12.607251723239074,11.465129339149378,12.52869834184797,6.690929285887308,S-4,S-20
MSS,E_base_breakout,2026-08-18,true_explosion,True,S-20,S-20,S-20,,,1.9528847101947662,1.4887812233761935,4.368350415025645,0.05710832755175828,,S-20
OIO,A_10_from_low,2026-04-28,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-14.784014855898008,-27.150219436054563,-30.47747776634813,6.1379300650808,S-10,S-20
OIO,B_20_from_low,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.6197545040491406,-1.1838897343134107,-27.620619498748965,0.7301459434908175,S-15,S-20
OIO,C_20_in_1_3,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.6197545040491406,-1.1838897343134107,-27.620619498748965,0.7301459434908175,S-15,S-20
OIO,D_rapid_expansion,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.6197545040491406,-1.1838897343134107,-27.620619498748965,0.7301459434908175,S-15,S-20
SOWG,A_10_from_low,2026-04-24,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-3.2888966644287905,-13.831972416220353,-21.358200926112573,1.5075254844790154,S-5,S-20
SOWG,B_20_from_low,2026-05-08,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,0.1921897399283239,-0.3148787208882169,0.3072488407920986,0.28228321773524345,S-15,S-20
SOWG,C_20_in_1_3,2026-05-11,no_significant_move,False,S-20,S-20,S-20,S-20,,6.419962559817918,2.7859749322621497,5.63296850645024,0.4143728593259368,S-15,S-20
SOWG,D_rapid_expansion,2026-06-10,rapid_move,True,S-20,S-20,S-20,S-15,,7.2258462234532885,1.583290328412076,1.8950884003042034,1.686141103387073,S-2,S-20
SOWG,E_base_breakout,2026-06-12,rapid_move,True,S-20,S-20,S-20,S-20,S-2,11.70089230238014,18.92673852583343,13.917836912196634,0.9071854678346859,S-4,S-20
TDTH,A_10_from_low,2026-04-24,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,0.5341739403627628,-1.613622523807507,-4.008988411067605,0.6885159540907689,S-15,S-20
TDTH,B_20_from_low,2026-04-28,temporary_spike,False,S-20,S-20,S-20,,,-1.0937241317384547,-0.559550191375692,-3.827692378326617,0.3350530673157411,S-15,S-20
TDTH,C_20_in_1_3,2026-05-26,rapid_move,True,S-15,S-15,S-15,S-1,S-1,10.435114901870193,18.326772400393224,14.651941046865673,2.85335422819601,S-4,S-15
TDTH,E_base_breakout,2026-05-26,rapid_move,True,S-15,S-15,S-15,S-1,S-1,10.435114901870193,18.326772400393224,14.651941046865673,2.85335422819601,S-4,S-15
TDTH,D_rapid_expansion,2026-05-27,temporary_spike,False,S-20,S-15,S-5,S-2,S-2,16.608088335292422,12.073165709221527,20.298788381834413,1.445643346095835,S-5,S-5
AIOS,A_10_from_low,2026-04-27,rapid_move,True,S-20,S-20,S-20,S-15,S-15,-0.736274795175774,-12.23673981854725,-9.636961742145289,0.7668570212464086,S-4,S-20
AIOS,B_20_from_low,2026-04-27,rapid_move,True,S-20,S-20,S-20,S-15,S-15,-0.736274795175774,-12.23673981854725,-9.636961742145289,0.7668570212464086,S-4,S-20
AIOS,C_20_in_1_3,2026-05-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,3.0069370610547566,7.947415852528124,-6.018784962946121,11.905699164589073,S-7,S-20
AIOS,D_rapid_expansion,2026-05-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,3.0069370610547566,7.947415852528124,-6.018784962946121,11.905699164589073,S-7,S-20
AIOS,E_base_breakout,2026-08-17,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-2.422492346122361,0.7296381261275542,0.14314917194967336,0.5047720042417816,S-10,S-20
CISS,A_10_from_low,2026-04-27,gradual_rise,False,S-20,S-20,S-15,S-5,,-15.250488466309903,-17.954752825052225,-14.901744037475808,2.4156520685686593,S-2,S-15
CISS,B_20_from_low,2026-04-27,gradual_rise,False,S-20,S-20,S-15,S-5,,-15.250488466309903,-17.954752825052225,-14.901744037475808,2.4156520685686593,S-2,S-15
CISS,C_20_in_1_3,2026-07-30,no_significant_move,False,S-20,S-20,S-15,S-15,S-10,2.3867601972961126,-5.633284592221571,-25.65422450218493,2.0563122506758673,S-5,S-15
CISS,D_rapid_expansion,2026-07-30,no_significant_move,False,S-20,S-20,S-15,S-15,S-10,2.3867601972961126,-5.633284592221571,-25.65422450218493,2.0563122506758673,S-5,S-15
DRCT,A_10_from_low,2026-04-27,rapid_move,True,S-20,S-20,S-15,S-15,S-5,-6.140107286695411,-7.979447665571193,-0.41285402616475153,1.4526557975326273,S-15,S-15
DRCT,B_20_from_low,2026-04-28,rapid_move,True,S-20,S-20,S-15,S-10,,-2.860760382301386,-5.211612064103704,-1.492463614547006,2.2207554088742207,S-20,S-15
DRCT,C_20_in_1_3,2026-04-30,true_explosion,True,S-20,S-20,S-20,S-10,S-2,10.859054046301019,7.9982936639996325,5.642649457980163,0.8998394166505607,S-15,S-20
IMUX,A_10_from_low,2026-04-27,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.4696601675717247,-3.173867406600607,-18.55765521057198,1.3357600126251363,S-7,S-20
IMUX,B_20_from_low,2026-04-28,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,7.8108194983811,9.378963579953272,-5.975428957277259,1.388109903330481,S-3,S-20
IMUX,E_base_breakout,2026-05-27,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,3.865548665351284,8.923072256030899,3.4351319102392424,0.8929632764800173,,S-20
OCG,A_10_from_low,2026-04-27,temporary_spike,False,S-20,S-20,S-15,S-7,S-7,-0.19681773276513326,-11.182963376020275,4.1507607240819695,0.30521880898067877,S-7,S-15
OCG,B_20_from_low,2026-04-27,temporary_spike,False,S-20,S-20,S-15,S-7,S-7,-0.19681773276513326,-11.182963376020275,4.1507607240819695,0.30521880898067877,S-7,S-15
OCG,C_20_in_1_3,2026-05-06,temporary_spike,False,S-20,S-20,S-20,S-10,S-7,-0.13181287343277148,-0.193678898834456,-0.7504606199211565,5.111891999022271,S-7,S-20
OCG,D_rapid_expansion,2026-05-06,temporary_spike,False,S-20,S-20,S-20,S-10,S-7,-0.13181287343277148,-0.193678898834456,-0.7504606199211565,5.111891999022271,S-7,S-20
QH,A_10_from_low,2026-04-27,no_significant_move,False,S-20,S-20,S-7,S-7,S-5,5.78247279876534,7.306679062867644,21.250146567359003,0.04562217893337674,S-20,S-7
QH,B_20_from_low,2026-04-27,no_significant_move,False,S-20,S-20,S-7,S-7,S-5,5.78247279876534,7.306679062867644,21.250146567359003,0.04562217893337674,S-20,S-7
QH,C_20_in_1_3,2026-05-28,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-4.849228332262001,-15.148091327326554,-13.537958295381728,0.4878048780487805,S-2,S-20
QH,D_rapid_expansion,2026-05-28,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-4.849228332262001,-15.148091327326554,-13.537958295381728,0.4878048780487805,S-2,S-20
UP,A_10_from_low,2026-04-30,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,-4.351049262491742,-10.749915472504547,-9.395706852136726,2.258752666583009,S-7,S-20
UP,B_20_from_low,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.2651491416830396,-1.6919373282237302,-9.750195860614255,1.098838366891159,S-15,S-20
UP,C_20_in_1_3,2026-05-05,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.2651491416830396,-1.6919373282237302,-9.750195860614255,1.098838366891159,S-15,S-20
UP,D_rapid_expansion,2026-05-22,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,12.402941276168676,20.36728944173737,17.45389962653136,1.0165750910515092,S-15,S-20
UP,E_base_breakout,2026-07-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,4.065041428564065,15.551662435924364,11.107513852862098,0.9928008227631128,S-3,S-20
DGNX,A_10_from_low,2026-05-20,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,1.3487582884025215,0.24430649783734282,-2.0113437745024356,0.3323593630696632,S-4,S-20
DGNX,B_20_from_low,2026-05-20,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,1.3487582884025215,0.24430649783734282,-2.0113437745024356,0.3323593630696632,S-4,S-20
DGNX,C_20_in_1_3,2026-05-28,temporary_spike,False,S-20,S-2,S-1,,,7.958550145183224,7.730672990409715,13.527064561165375,2.22475558779839,S-5,S-1
DGNX,D_rapid_expansion,2026-05-28,temporary_spike,False,S-20,S-2,S-1,,,7.958550145183224,7.730672990409715,13.527064561165375,2.22475558779839,S-5,S-1
DGNX,E_base_breakout,2026-06-29,no_significant_move,False,S-20,S-20,S-20,S-20,,0.09040864391580783,1.1058048108307759,6.6975166785555444,0.3277072147575809,S-20,S-20
ISPC,A_10_from_low,2026-04-30,temporary_spike,False,S-20,S-20,S-20,S-20,S-7,-3.8472978971806526,-14.887651722576976,2.6045234515548543,0.09533681906450431,S-15,S-20
ISPC,B_20_from_low,2026-04-30,temporary_spike,False,S-20,S-20,S-20,S-20,S-7,-3.8472978971806526,-14.887651722576976,2.6045234515548543,0.09533681906450431,S-15,S-20
ISPC,C_20_in_1_3,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-10,S-10,7.1672391114656975,3.291555101892861,3.407291742496753,1.1507068605589683,S-15,S-20
ISPC,D_rapid_expansion,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-10,S-10,7.1672391114656975,3.291555101892861,3.407291742496753,1.1507068605589683,S-15,S-20
VNRX,A_10_from_low,2026-04-28,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.0,-7.408849489454518,-2.351329844142441,0.5144644786389335,,S-20
VNRX,B_20_from_low,2026-05-19,temporary_spike,False,S-20,S-20,S-20,S-20,,6.581314476217287,4.898304060205064,17.12629349856836,0.9807455737032181,S-15,S-20
VNRX,C_20_in_1_3,2026-05-20,temporary_spike,False,S-20,S-20,S-20,S-20,S-1,12.34150745926381,5.605802113940399,11.259868155543913,0.8057295509010846,S-15,S-20
VNRX,D_rapid_expansion,2026-05-22,no_significant_move,False,S-20,S-20,S-7,S-7,S-3,10.108010522519457,22.449517981783266,25.821590648433634,1.0166038670353001,,S-7
VNRX,E_base_breakout,2026-05-22,no_significant_move,False,S-20,S-20,S-7,S-7,S-3,10.108010522519457,22.449517981783266,25.821590648433634,1.0166038670353001,,S-7
CTNT,A_10_from_low,2026-04-29,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.2920559473824653,0.15103372963891104,-1.2655606744460925,1.0469859562487167,S-10,S-20
CTNT,B_20_from_low,2026-04-30,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-0.18743122187591155,0.11931349994442542,-1.285831693616231,0.438434731325644,S-10,S-20
CTNT,C_20_in_1_3,2026-07-28,no_significant_move,False,S-20,S-10,S-2,,,5.528772632683371,5.059980183946976,5.119455163064259,0.23745010819145762,S-20,S-2
AIRE,A_10_from_low,2026-05-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-10,-6.009601399514622,-30.211894849865843,-36.77930748358451,5.143176017112919,S-3,S-20
AIRE,B_20_from_low,2026-05-21,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,3.4009222733596687,2.480195135057201,3.9215072129883026,0.5659269023023912,S-15,S-20
AIRE,C_20_in_1_3,2026-05-22,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,6.289142029541566,5.273757160874538,7.545857157211898,1.1310813301771951,S-15,S-20
AIRE,E_base_breakout,2026-06-01,no_significant_move,False,S-20,S-5,S-5,,,6.782428913040334,4.5242751201678715,14.293202155007876,0.5012849918479012,S-20,S-5
BKYI,A_10_from_low,2026-04-30,no_significant_move,False,S-20,S-20,S-20,S-20,S-15,-18.97344108752756,-16.883011224572556,-29.96012823058161,1.7045574260972167,S-10,S-20
BKYI,B_20_from_low,2026-04-30,no_significant_move,False,S-20,S-20,S-20,S-20,S-15,-18.97344108752756,-16.883011224572556,-29.96012823058161,1.7045574260972167,S-10,S-20
BKYI,C_20_in_1_3,2026-05-15,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,8.234975939117845,-8.369855927285315,-8.978285861181163,0.9063607879701204,S-3,S-20
