ticker,definition,signal_date,classification,success_70_10,recovery_20,recovery_25,recovery_30,recovery_35,recovery_40,rsi_change_3,rsi_change_5,rsi_change_10,volume_s1,volume_first,rsi_first
EJH,D_rapid_expansion,2026-06-09,no_significant_move,False,S-20,S-15,S-15,S-10,S-5,10.960311009928503,9.539042761659879,10.371418944945596,3.0869094843130185,S-1,S-15
FBLG,A_10_from_low,2026-04-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-11.15056460388189,-21.29357511327253,-19.189953457755685,17.105201681793464,S-4,S-20
FBLG,B_20_from_low,2026-04-01,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-11.15056460388189,-21.29357511327253,-19.189953457755685,17.105201681793464,S-4,S-20
FBLG,C_20_in_1_3,2026-06-30,no_significant_move,False,S-20,S-20,S-20,S-2,,8.905098502045249,9.618069960734076,6.744132040774517,1.1476550079491257,S-10,S-20
FBLG,D_rapid_expansion,2026-08-03,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,7.339433389248164,11.5193096489812,0.6513449144106289,1.450312174817898,S-5,S-20
FBLG,E_base_breakout,2026-08-05,gradual_rise,False,S-20,S-20,S-20,S-20,S-15,13.493959711962567,20.83339310121073,17.29997943063387,1.5603068385833196,S-7,S-20
SVRN,A_10_from_low,2026-03-31,rapid_move,True,S-20,S-20,S-20,S-20,S-20,5.845756580623259,17.78359195117425,18.90575558494826,0.36083471955671326,S-20,S-20
SVRN,B_20_from_low,2026-04-02,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-1.3858459477745768,4.459910632848683,13.282781083180822,0.22075082051400624,S-10,S-20
SVRN,C_20_in_1_3,2026-04-06,temporary_spike,False,S-20,S-20,S-20,S-20,S-5,4.352784668042339,4.9639550291079075,19.242484251431584,0.16541850696816188,,S-20
SVRN,D_rapid_expansion,2026-05-19,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-3.0575319907909204,-10.84369070322272,-16.796492405725736,0.6837606837606838,S-3,S-20
SVRN,E_base_breakout,2026-09-02,no_significant_move,False,S-20,S-20,S-20,S-15,S-10,4.459319548315847,3.798418504062454,19.88295034868196,0.56731583403895,S-15,S-20
AGL,A_10_from_low,2026-04-01,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-5.262510220272972,-6.476027101579433,-18.55530355969158,2.1480663170503558,S-2,S-20
AGL,B_20_from_low,2026-04-01,true_explosion,True,S-20,S-20,S-20,S-20,S-20,-5.262510220272972,-6.476027101579433,-18.55530355969158,2.1480663170503558,S-2,S-20
AGL,C_20_in_1_3,2026-04-06,rapid_move,True,S-20,S-20,S-20,S-20,S-20,14.20521442019161,8.942704199918637,8.378027335498913,2.01460015399206,S-4,S-20
AGL,D_rapid_expansion,2026-04-06,rapid_move,True,S-20,S-20,S-20,S-20,S-20,14.20521442019161,8.942704199918637,8.378027335498913,2.01460015399206,S-4,S-20
AGL,E_base_breakout,2026-05-07,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,1.639371087159816,-3.2465145437832064,-1.5647302353872803,0.8831108591454929,S-20,S-20
AKTX,A_10_from_low,2026-03-31,temporary_spike,False,S-20,S-20,S-20,S-20,S-15,-2.5478374475796244,-2.8805953426773954,-13.454933335575738,0.8853279033221929,S-15,S-20
AKTX,B_20_from_low,2026-04-09,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,4.533145378449703,0.0016481160804886485,-0.9759772584050239,0.8044760415992983,S-15,S-20
AKTX,C_20_in_1_3,2026-04-15,temporary_spike,False,S-20,S-20,S-20,S-20,,11.360105866896866,11.458854403427843,9.089562386237354,0.6457681130936505,S-20,S-20
AKTX,D_rapid_expansion,2026-04-20,no_significant_move,False,S-20,S-7,S-5,S-4,S-2,14.005751838953415,19.016118335377648,29.841522347076868,0.6698763533647263,S-10,S-5
AKTX,E_base_breakout,2026-07-07,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,2.7645892343346503,4.8918340846511725,1.09167823940912,1.6934801016088061,S-5,S-20
MODD,A_10_from_low,2026-03-31,no_significant_move,False,S-20,S-15,S-15,,,-2.9475078931685204,0.5094001801568453,-7.114056184234997,1.3769119819381928,S-20,S-15
MODD,B_20_from_low,2026-03-31,no_significant_move,False,S-20,S-15,S-15,,,-2.9475078931685204,0.5094001801568453,-7.114056184234997,1.3769119819381928,S-20,S-15
MODD,C_20_in_1_3,2026-04-17,no_significant_move,False,S-20,S-20,S-10,S-7,,0.9506324914978421,2.31334195323209,3.823075598030364,0.3566111984209588,,S-10
MODD,D_rapid_expansion,2026-05-26,no_significant_move,False,S-20,S-20,S-20,S-20,S-3,6.812103207428905,20.314141854769538,17.443867366821316,0.8021154693697664,S-4,S-20
MODD,E_base_breakout,2026-05-26,no_significant_move,False,S-20,S-20,S-20,S-20,S-3,6.812103207428905,20.314141854769538,17.443867366821316,0.8021154693697664,S-4,S-20
PAVS,A_10_from_low,2026-03-31,no_significant_move,False,S-20,S-20,S-20,S-15,S-15,-1.373060683303379,-3.044656450326414,-1.0455645504869011,0.0746706954345876,S-15,S-20
PAVS,B_20_from_low,2026-05-04,no_significant_move,False,S-20,S-20,S-20,,,0.8960055144518151,0.03319586088025517,0.008480329828813638,0.07600396339686426,,S-20
PAVS,C_20_in_1_3,2026-07-23,temporary_spike,False,S-20,,,,,-0.14154735312536104,-0.32995207477405586,-0.8242640676799482,0.07901520430744514,,
PAVS,D_rapid_expansion,2026-07-23,temporary_spike,False,S-20,,,,,-0.14154735312536104,-0.32995207477405586,-0.8242640676799482,0.07901520430744514,,
AUUD,A_10_from_low,2026-04-01,gradual_rise,False,S-20,S-20,S-20,S-20,S-15,-10.842593365246543,-14.71430001496772,-13.961766240164344,3.684234791767889,S-2,S-20
AUUD,B_20_from_low,2026-04-01,gradual_rise,False,S-20,S-20,S-20,S-20,S-15,-10.842593365246543,-14.71430001496772,-13.961766240164344,3.684234791767889,S-2,S-20
AUUD,C_20_in_1_3,2026-04-15,rapid_move,True,S-20,S-20,S-20,S-20,S-20,9.107972736014212,10.010232791487702,9.807226866960285,2.2873795482975243,S-10,S-20
AUUD,E_base_breakout,2026-04-23,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-5.943865846662803,-7.334812721927804,2.843792371699152,0.6453826214431636,S-15,S-20
AUUD,D_rapid_expansion,2026-05-15,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.4410441521749533,-0.6763972719903251,-2.7900518163641124,0.10016462332010274,S-15,S-20
BARK,A_10_from_low,2026-04-14,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,6.090076360741207,5.866373802542142,4.132815726294439,0.9075734093452024,S-15,S-20
BARK,B_20_from_low,2026-04-15,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,12.996968356587288,12.032585865095513,10.111939063263108,0.85938479280002,S-15,S-20
BARK,C_20_in_1_3,2026-04-15,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,12.996968356587288,12.032585865095513,10.111939063263108,0.85938479280002,S-15,S-20
BARK,E_base_breakout,2026-07-01,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,12.020409615734643,3.5918518245544107,10.417323949627637,0.9593094086115075,S-15,S-20
UCAR,A_10_from_low,2026-04-01,rapid_move,True,S-20,S-20,S-20,S-20,S-20,-0.4212318691224084,-1.1065075787489889,-6.62625459276677,1.480517588207199,S-15,S-20
UCAR,B_20_from_low,2026-04-02,true_explosion,True,S-20,S-20,S-20,S-20,S-20,1.275848737727543,0.9764356533588199,-0.28741662214635255,13.137072647338002,S-15,S-20
UCAR,C_20_in_1_3,2026-04-08,no_significant_move,False,S-20,S-20,S-15,S-15,,-0.2262086185551624,1.8280018057940168,0.40696594764060023,1.5500464837524226,S-20,S-15
UCAR,D_rapid_expansion,2026-04-08,no_significant_move,False,S-20,S-20,S-15,S-15,,-0.2262086185551624,1.8280018057940168,0.40696594764060023,1.5500464837524226,S-20,S-15
UCAR,E_base_breakout,2026-07-13,no_significant_move,False,S-20,S-20,S-20,S-20,S-10,6.949740732753796,4.64213199293723,4.5832707236435795,0.28922583358872245,S-20,S-20
CNSY,A_10_from_low,2026-04-09,rapid_move,True,S-20,S-20,S-20,S-20,S-20,2.607876424846353,-0.5443843783199185,-17.245809816292436,2.414129607089676,S-5,S-20
CNSY,B_20_from_low,2026-04-09,rapid_move,True,S-20,S-20,S-20,S-20,S-20,2.607876424846353,-0.5443843783199185,-17.245809816292436,2.414129607089676,S-5,S-20
CNSY,C_20_in_1_3,2026-04-10,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,15.642725970809266,12.886441689471624,-3.411793118692337,1.807158134212462,S-7,S-20
CNSY,D_rapid_expansion,2026-04-10,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,15.642725970809266,12.886441689471624,-3.411793118692337,1.807158134212462,S-7,S-20
CNSY,E_base_breakout,2026-05-21,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,7.119187749273493,9.336279409365304,7.011142387689112,1.4893477976735068,S-3,S-20
NCT,A_10_from_low,2026-04-02,no_significant_move,False,S-20,S-20,S-20,S-20,S-1,16.366783003272218,8.63935207289073,13.99976342914718,6.026794852324576,S-10,S-20
NCT,B_20_from_low,2026-04-08,gradual_rise,False,S-20,S-20,S-20,S-20,S-4,-9.765295611942413,4.756520903136476,3.717970129368638,0.3321813213628925,S-5,S-20
NCT,C_20_in_1_3,2026-04-09,temporary_spike,False,S-20,S-20,S-20,S-20,S-5,0.9780242121347413,-6.150747697206185,7.044963681231366,0.3316362131064513,S-15,S-20
NCT,D_rapid_expansion,2026-05-28,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-4.079372036873593,-0.4287116708283918,-3.7478705010606532,5.188631790744467,S-7,S-20
NCT,E_base_breakout,2026-05-28,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-4.079372036873593,-0.4287116708283918,-3.7478705010606532,5.188631790744467,S-7,S-20
AIIO,A_10_from_low,2026-04-15,gradual_rise,False,S-20,S-20,S-20,S-20,S-10,-1.6433696929548347,-2.117412681653647,-19.010337622518534,1.6071210557275886,S-10,S-20
AIIO,B_20_from_low,2026-04-16,gradual_rise,False,S-20,S-20,S-20,S-20,,-0.6662776606487455,-1.7135016250979191,-13.667182315228217,4.853691427062607,S-10,S-20
AIIO,C_20_in_1_3,2026-05-08,true_explosion,True,S-20,S-15,,,,-0.41651438186707423,-0.5773549816590986,0.27951966146517293,14.20442774562182,S-1,
AIIO,D_rapid_expansion,2026-05-08,true_explosion,True,S-20,S-15,,,,-0.41651438186707423,-0.5773549816590986,0.27951966146517293,14.20442774562182,S-1,
AIIO,E_base_breakout,2026-05-08,true_explosion,True,S-20,S-15,,,,-0.41651438186707423,-0.5773549816590986,0.27951966146517293,14.20442774562182,S-1,
BCAB,A_10_from_low,2026-04-07,temporary_spike,False,S-20,S-20,S-20,S-20,S-7,-4.016251105658284,-7.040370030407267,-7.202977526637042,4.255223990262821,S-3,S-20
BCAB,B_20_from_low,2026-04-16,temporary_spike,False,S-20,S-20,S-20,S-15,,2.335058389391307,1.5909434024568299,-5.561681473407532,0.4875254693799026,S-10,S-20
BCAB,C_20_in_1_3,2026-04-20,no_significant_move,False,S-20,S-20,S-20,S-20,,2.5747321261931546,4.9097905155844614,1.029301758443907,0.5998389004096043,S-10,S-20
BCAB,D_rapid_expansion,2026-04-20,no_significant_move,False,S-20,S-20,S-20,S-20,,2.5747321261931546,4.9097905155844614,1.029301758443907,0.5998389004096043,S-10,S-20
BCAB,E_base_breakout,2026-07-06,no_significant_move,False,S-20,S-20,S-20,S-20,S-15,0.7119908920765781,10.27779956050405,12.119011816329298,0.5148487371634749,S-20,S-20
BDRX,A_10_from_low,2026-04-06,no_significant_move,False,S-20,S-1,S-1,S-1,S-1,29.375571541697518,28.700526770606906,30.31875103970257,19.77177890296322,S-5,S-1
BDRX,B_20_from_low,2026-04-06,no_significant_move,False,S-20,S-1,S-1,S-1,S-1,29.375571541697518,28.700526770606906,30.31875103970257,19.77177890296322,S-5,S-1
BDRX,C_20_in_1_3,2026-04-20,no_significant_move,False,S-15,S-10,S-10,S-10,S-10,0.8882853001108373,6.68574315206925,0.06429144605729675,0.011259616320966014,S-15,S-10
BDRX,D_rapid_expansion,2026-05-05,no_significant_move,False,S-20,S-20,S-20,S-20,S-10,0.48704322509246367,-1.7719643604514346,-10.820841243290545,0.12259053149447537,,S-20
BDRX,E_base_breakout,2026-05-05,no_significant_move,False,S-20,S-20,S-20,S-20,S-10,0.48704322509246367,-1.7719643604514346,-10.820841243290545,0.12259053149447537,,S-20
GNLN,A_10_from_low,2026-04-06,rapid_move,True,S-20,S-20,S-20,S-15,,2.590467526813228,5.058605086795353,0.9163079860862524,5.573977749181857,S-1,S-20
GNLN,B_20_from_low,2026-04-07,rapid_move,True,S-20,S-20,S-20,S-20,,5.845071521367146,7.77840787974236,-3.0987583083885113,1.6763391487335406,S-2,S-20
GNLN,C_20_in_1_3,2026-04-13,true_explosion,True,S-20,S-20,S-20,S-20,,6.499175814665179,3.9884175335672722,9.692110537891779,0.7779835201611429,S-5,S-20
GNLN,D_rapid_expansion,2026-08-18,temporary_spike,False,S-20,S-20,S-20,S-20,S-1,5.455606070962375,5.361129753530008,7.1868024859398005,0.6546035125066525,S-10,S-20
GNLN,E_base_breakout,2026-08-18,temporary_spike,False,S-20,S-20,S-20,S-20,S-1,5.455606070962375,5.361129753530008,7.1868024859398005,0.6546035125066525,S-10,S-20
HKIT,A_10_from_low,2026-04-06,no_significant_move,False,S-20,S-15,S-15,S-10,S-10,-0.36100569041582276,0.3760140520952291,-21.010035870293642,0.33002237407714036,S-10,S-15
HKIT,B_20_from_low,2026-05-04,gradual_rise,False,S-20,,,,,-0.1823202281890559,0.003839533476124757,-0.04057418230388521,0.30947093005567555,,
HKIT,C_20_in_1_3,2026-05-14,gradual_rise,False,S-20,,,,,0.33618365759923563,0.19351294823989917,0.6142130025660606,14.113405092346468,S-1,
HKIT,D_rapid_expansion,2026-05-14,gradual_rise,False,S-20,,,,,0.33618365759923563,0.19351294823989917,0.6142130025660606,14.113405092346468,S-1,
HKIT,E_base_breakout,2026-05-14,gradual_rise,False,S-20,,,,,0.33618365759923563,0.19351294823989917,0.6142130025660606,14.113405092346468,S-1,
HTCR,A_10_from_low,2026-04-08,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,2.0094503807206507,-10.011734969091002,-7.097300832502839,3.490691844028378,S-5,S-20
HTCR,B_20_from_low,2026-05-01,no_significant_move,False,S-20,S-20,S-15,S-15,S-10,1.396011970218808,-1.4779814546020518,-1.6199987197490344,0.9199584645618611,S-20,S-15
HTCR,E_base_breakout,2026-06-04,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.7700477891218895,-2.0701853546940328,17.85567843236837,0.31537551067160474,S-10,S-20
HTCR,C_20_in_1_3,2026-08-03,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,7.827988647993827,10.958844228731813,4.722684016044987,0.9016250218416915,,S-20
HTCR,D_rapid_expansion,2026-08-03,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,7.827988647993827,10.958844228731813,4.722684016044987,0.9016250218416915,,S-20
LNKS,A_10_from_low,2026-04-06,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.3609607072602614,-0.12976189192488619,-13.184017986590938,2.156825132007545,S-7,S-20
LNKS,B_20_from_low,2026-04-06,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.3609607072602614,-0.12976189192488619,-13.184017986590938,2.156825132007545,S-7,S-20
LNKS,C_20_in_1_3,2026-04-10,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.08030210715116937,0.0923446756759887,-0.1266514612623979,0.32519985548783065,S-15,S-20
LNKS,D_rapid_expansion,2026-04-10,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.08030210715116937,0.0923446756759887,-0.1266514612623979,0.32519985548783065,S-15,S-20
SKK,A_10_from_low,2026-04-06,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,7.649312038166478,2.9625135536339187,-10.960434363991922,1.3054538238106406,S-10,S-20
SKK,B_20_from_low,2026-04-06,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,7.649312038166478,2.9625135536339187,-10.960434363991922,1.3054538238106406,S-10,S-20
SKK,C_20_in_1_3,2026-05-04,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-0.5078159669754925,2.0155478172144825,-4.805624266480635,0.10891089108910891,S-20,S-20
SKK,D_rapid_expansion,2026-05-04,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-0.5078159669754925,2.0155478172144825,-4.805624266480635,0.10891089108910891,S-20,S-20
SKK,E_base_breakout,2026-05-04,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-0.5078159669754925,2.0155478172144825,-4.805624266480635,0.10891089108910891,S-20,S-20
WNW,A_10_from_low,2026-04-08,rapid_move,True,S-20,S-20,S-20,S-20,S-20,-0.3174236944780091,-0.8289016767431292,-1.310157474802864,0.3613435492000226,S-20,S-20
WNW,B_20_from_low,2026-04-16,no_significant_move,False,S-20,,,,,-0.03518633521989045,-0.1125636786368176,-0.3168739225143611,0.4880413548214523,S-20,
WNW,C_20_in_1_3,2026-04-16,no_significant_move,False,S-20,,,,,-0.03518633521989045,-0.1125636786368176,-0.3168739225143611,0.4880413548214523,S-20,
WNW,D_rapid_expansion,2026-04-16,no_significant_move,False,S-20,,,,,-0.03518633521989045,-0.1125636786368176,-0.3168739225143611,0.4880413548214523,S-20,
WNW,E_base_breakout,2026-08-11,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.2510070479143067,5.960141236247942,8.241881164511774,0.3537473540702472,S-15,S-20
XRTX,A_10_from_low,2026-04-06,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,4.319361353414507,11.228271347280227,11.900819020169052,1.8509254627313656,S-5,S-20
XRTX,B_20_from_low,2026-04-08,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-1.446384659964501,2.8729766934500063,11.80933892209648,0.401059402194476,S-7,S-20
XRTX,C_20_in_1_3,2026-04-22,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,8.361377069801918,10.399174671844307,-9.056442652914832,19.443738880729146,S-15,S-20
XRTX,D_rapid_expansion,2026-08-27,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,14.800544255314158,13.681522260115123,1.6591291780801996,0.18401380103507764,S-15,S-20
XRTX,E_base_breakout,2026-08-27,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,14.800544255314158,13.681522260115123,1.6591291780801996,0.18401380103507764,S-15,S-20
CHR,A_10_from_low,2026-04-09,no_significant_move,False,S-20,S-20,S-20,,,-0.629523968515997,-5.561784651605677,-0.6269886831048268,1.5265759481196062,S-15,S-20
CHR,B_20_from_low,2026-04-09,no_significant_move,False,S-20,S-20,S-20,,,-0.629523968515997,-5.561784651605677,-0.6269886831048268,1.5265759481196062,S-15,S-20
CHR,C_20_in_1_3,2026-05-18,temporary_spike,False,S-20,S-20,S-15,S-10,S-10,11.144162263424498,8.351763174766212,4.565731244363107,1.7273652085452695,S-2,S-15
CHR,D_rapid_expansion,2026-05-18,temporary_spike,False,S-20,S-20,S-15,S-10,S-10,11.144162263424498,8.351763174766212,4.565731244363107,1.7273652085452695,S-2,S-15
CHR,E_base_breakout,2026-05-27,temporary_spike,False,S-20,S-20,S-20,S-15,S-7,5.932435080096219,7.956750937335514,20.353667055252835,5.500173470567827,S-7,S-20
MOBX,A_10_from_low,2026-04-08,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-1.3546817496315882,1.344056135068385,-4.249328950957199,0.5301352793464831,,S-20
MOBX,B_20_from_low,2026-04-13,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-3.4546309707890615,-6.016648127194912,-5.87739838405858,0.3303040559958616,,S-20
MOBX,C_20_in_1_3,2026-05-14,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-6.220977437261965,-2.9131767949137526,-6.084809760863081,1.4492587934911016,S-3,S-20
MOBX,D_rapid_expansion,2026-05-14,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-6.220977437261965,-2.9131767949137526,-6.084809760863081,1.4492587934911016,S-3,S-20
MOBX,E_base_breakout,2026-05-14,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-6.220977437261965,-2.9131767949137526,-6.084809760863081,1.4492587934911016,S-3,S-20
JTAI,A_10_from_low,2026-04-08,temporary_spike,False,S-20,S-10,,,,-6.545640544394544,-7.503495658263887,-7.135287754663949,4.358683605296789,S-15,
JTAI,B_20_from_low,2026-04-09,temporary_spike,False,S-15,S-10,,,,-1.686699822972841,-8.24326793176975,-7.535399789548137,9.185730581505334,S-3,
JTAI,C_20_in_1_3,2026-04-15,temporary_spike,False,S-20,S-15,,,,4.060526194510814,6.147680363771855,-2.661627278939136,0.8084438562177304,S-20,
JTAI,E_base_breakout,2026-05-26,temporary_spike,False,S-20,S-20,S-15,S-3,,1.4964185178124794,5.560442360417298,8.100493010462642,1.4048258197167278,,S-15
JTAI,D_rapid_expansion,2026-05-27,no_significant_move,False,S-20,S-20,S-15,S-4,S-1,8.314099471661528,13.115273001423205,16.31409886226939,3.0227658468287433,S-1,S-15
NXTS,A_10_from_low,2026-04-09,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-4.6316551209923205,-7.697708239216183,-3.9689694721061386,7.105713639740318,S-3,S-20
NXTS,B_20_from_low,2026-04-09,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-4.6316551209923205,-7.697708239216183,-3.9689694721061386,7.105713639740318,S-3,S-20
NXTS,C_20_in_1_3,2026-05-07,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.35925730249536514,-3.5566201397106525,-7.2120714428801165,0.39420289855072466,S-20,S-20
NXTS,D_rapid_expansion,2026-05-07,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.35925730249536514,-3.5566201397106525,-7.2120714428801165,0.39420289855072466,S-20,S-20
NXTS,E_base_breakout,2026-05-07,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.35925730249536514,-3.5566201397106525,-7.2120714428801165,0.39420289855072466,S-20,S-20
RDGT,A_10_from_low,2026-04-08,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.21611361512653104,0.12605856087348855,-0.530597629744662,11.152333624717775,S-20,S-20
RDGT,B_20_from_low,2026-04-08,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,0.21611361512653104,0.12605856087348855,-0.530597629744662,11.152333624717775,S-20,S-20
RDGT,C_20_in_1_3,2026-05-20,temporary_spike,False,S-20,S-20,S-20,,,0.3075694717687725,0.2697921137655186,0.2260211976555837,1.870039854444637,S-10,S-20
RDGT,D_rapid_expansion,2026-05-29,gradual_rise,False,S-20,S-20,S-20,,,0.4965758198877239,0.37188678312784873,0.565689443711662,0.8184060490881889,S-7,S-20
RDGT,E_base_breakout,2026-05-29,gradual_rise,False,S-20,S-20,S-20,,,0.4965758198877239,0.37188678312784873,0.565689443711662,0.8184060490881889,S-7,S-20
RUBI,A_10_from_low,2026-04-09,no_significant_move,False,S-3,,,,,-3.2678130942562404,4.36762704747666,2.905356720110376,1.264660609445451,S-4,
RUBI,B_20_from_low,2026-04-24,no_significant_move,False,S-7,,,,,0.6364081504862895,1.9417454323404115,3.087588602382283,0.3658284907402379,S-15,
RUBI,C_20_in_1_3,2026-06-11,true_explosion,True,S-20,,,,,-0.3993114072845003,-0.5862423443204392,0.6538392648618725,0.4337827755922219,S-15,
RUBI,D_rapid_expansion,2026-06-11,true_explosion,True,S-20,,,,,-0.3993114072845003,-0.5862423443204392,0.6538392648618725,0.4337827755922219,S-15,
WORX,A_10_from_low,2026-07-23,temporary_spike,False,,,,,,,,,,,
WORX,B_20_from_low,2026-07-28,no_significant_move,False,,,,,,,,,,,
WORX,C_20_in_1_3,2026-08-07,no_significant_move,False,S-1,S-1,,,,,,,,,
AKAN,A_10_from_low,2026-04-13,rapid_move,True,S-20,S-20,S-20,S-7,,-4.074362538250433,-5.898313389432403,6.420599292301901,0.22880184162541298,,S-20
AKAN,B_20_from_low,2026-04-15,rapid_move,True,S-20,S-20,S-20,S-15,S-2,7.899750305887693,3.8253877676372596,4.4252798974871865,0.31200629159078713,,S-20
AKAN,C_20_in_1_3,2026-04-22,rapid_move,True,S-20,S-20,S-20,S-20,S-7,-5.899021799755822,-0.6795473378543804,7.314848211985243,0.2849073545616884,S-3,S-20
AKAN,D_rapid_expansion,2026-04-22,rapid_move,True,S-20,S-20,S-20,S-20,S-7,-5.899021799755822,-0.6795473378543804,7.314848211985243,0.2849073545616884,S-3,S-20
AKAN,E_base_breakout,2026-08-14,no_significant_move,False,S-20,S-20,S-20,,,0.11599577651814741,1.7498352006876559,3.5048255889583118,11.919156944762458,S-15,S-20
CENN,A_10_from_low,2026-04-15,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-3.750731214199149,-29.99462606187859,-25.96088894006669,2.137157148472632,S-20,S-20
CENN,B_20_from_low,2026-04-27,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,5.103582977453854,6.027817379827283,8.07938619191657,0.5686536536487465,S-10,S-20
CENN,E_base_breakout,2026-08-14,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,-0.9543308792259495,0.15303744153932541,10.570548177033466,0.43388429752066116,,S-20
HCAI,A_10_from_low,2026-04-13,gradual_rise,False,S-20,S-20,S-5,S-4,S-4,-32.006230093557896,17.12284940565666,25.551469458424314,0.1847875069518781,S-5,S-5
HCAI,B_20_from_low,2026-04-13,gradual_rise,False,S-20,S-20,S-5,S-4,S-4,-32.006230093557896,17.12284940565666,25.551469458424314,0.1847875069518781,S-5,S-5
HCAI,C_20_in_1_3,2026-04-21,rapid_move,True,S-20,S-20,S-20,S-10,S-10,4.321158054854102,-2.311970229102215,-33.00407949354017,0.5138825210841617,S-10,S-20
HCAI,D_rapid_expansion,2026-04-22,rapid_move,True,S-20,S-20,S-15,S-10,S-10,8.366350383155897,7.01974609627576,-29.800760947118803,0.2998991336032961,,S-15
JEM,A_10_from_low,2026-04-13,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-27.217499364419623,0.844927901014664,1.0374889038362909,0.15974590702013297,S-4,S-20
JEM,B_20_from_low,2026-04-16,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-4.1447542911795665,-12.540304155107684,-8.092240253016932,0.18308974842362682,S-20,S-20
JEM,C_20_in_1_3,2026-05-14,gradual_rise,False,S-20,S-20,S-20,S-20,S-20,2.223644113654352,0.3953489872832918,1.97307555650994,0.4106085942719037,,S-20
JEM,D_rapid_expansion,2026-05-19,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,3.4140427130927335,11.815347789136112,10.261706581714193,0.21669024766420658,,S-20
JEM,E_base_breakout,2026-05-19,temporary_spike,False,S-20,S-20,S-20,S-20,S-20,3.4140427130927335,11.815347789136112,10.261706581714193,0.21669024766420658,,S-20
MSAI,A_10_from_low,2026-04-13,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-1.6617388001225635,-16.20891160413005,-5.868499473847962,1.196701981646174,S-20,S-20
MSAI,B_20_from_low,2026-04-13,no_significant_move,False,S-20,S-20,S-20,S-20,S-20,-1.6617388001225635,-16.20891160413005,-5.868499473847962,1.196701981646174,S-20,S-20
MSAI,E_base_breakout,2026-05-26,temporary_spike,False,S-20,S-20,S-20,S-15,S-15,10.406439471845218,8.770130277532353,8.861192686637189,1.3134192224375785,,S-20
MSAI,C_20_in_1_3,2026-06-11,no_significant_move,False,S-20,S-20,S-20,S-20,S-10,9.937056854744974,3.9724354407671427,-2.369973869382548,0.16383391589606153,,S-20
