ticker,definition,signal_date,classification,relative_day,rsi,rsi_slope,volume_ratio_20,macd_hist
PED,A_10_from_low,2026-03-13,No Significant Move,S-2,63.97080985814903,-0.8698374867754642,1.5805563157618918,0.2690186367464594
PED,A_10_from_low,2026-03-13,No Significant Move,S-3,53.28686575371694,-0.4191542004675621,1.021102191937542,0.16493741974786552
PED,A_10_from_low,2026-03-13,No Significant Move,S-4,67.36887032956602,6.834901214301953,3.03844256634549,0.25805330914581387
PED,A_10_from_low,2026-03-13,No Significant Move,S-5,66.58032231847542,-0.776974461863451,3.109779859556357,0.16783651105285669
PED,A_10_from_low,2026-03-13,No Significant Move,S-6,54.544328355119625,-5.382850688453803,3.3577496220574474,0.025749951330232612
PED,A_10_from_low,2026-03-13,No Significant Move,S-7,46.86416668666016,-3.833677407007604,1.834708104943856,0.03332881669879911
PED,A_10_from_low,2026-03-13,No Significant Move,S-10,58.365198907682974,1.3282619637920021,3.205450353599461,-0.017314967605502135
PED,A_10_from_low,2026-03-13,No Significant Move,S-15,57.001011439525485,1.4635397883607315,1.0654079568442347,0.022219309203650867
PED,A_10_from_low,2026-03-13,No Significant Move,S-20,54.01587060218666,-1.772675398646027,0.5018462571332662,-0.007227850145803683
PED,B_20_from_low,2026-03-13,No Significant Move,S,68.9327718828007,5.215302043027918,1.9077516383096649,0.4442845756120146
PED,B_20_from_low,2026-03-13,No Significant Move,S-1,61.219214829591934,-2.0498851666580293,2.626616227203433,0.2838607062579359
PED,B_20_from_low,2026-03-13,No Significant Move,S-2,63.97080985814903,-0.8698374867754642,1.5805563157618918,0.2690186367464594
PED,B_20_from_low,2026-03-13,No Significant Move,S-3,53.28686575371694,-0.4191542004675621,1.021102191937542,0.16493741974786552
PED,B_20_from_low,2026-03-13,No Significant Move,S-4,67.36887032956602,6.834901214301953,3.03844256634549,0.25805330914581387
PED,B_20_from_low,2026-03-13,No Significant Move,S-5,66.58032231847542,-0.776974461863451,3.109779859556357,0.16783651105285669
PED,B_20_from_low,2026-03-13,No Significant Move,S-6,54.544328355119625,-5.382850688453803,3.3577496220574474,0.025749951330232612
PED,B_20_from_low,2026-03-13,No Significant Move,S-7,46.86416668666016,-3.833677407007604,1.834708104943856,0.03332881669879911
PED,B_20_from_low,2026-03-13,No Significant Move,S-10,58.365198907682974,1.3282619637920021,3.205450353599461,-0.017314967605502135
PED,B_20_from_low,2026-03-13,No Significant Move,S-15,57.001011439525485,1.4635397883607315,1.0654079568442347,0.022219309203650867
PED,B_20_from_low,2026-03-13,No Significant Move,S-20,54.01587060218666,-1.772675398646027,0.5018462571332662,-0.007227850145803683
PED,C_20_in_1_3,2026-06-26,No Significant Move,S,63.71805606635048,8.396903598465785,12.82786471479051,0.20031831752047802
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-1,37.69714777889508,-0.3198201684404604,1.3151563753007218,-0.039638992052902444
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-2,37.91295146858181,0.8602204990779446,0.6221749534698219,-0.052627474728354606
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-3,38.52734527095312,-0.7364183070117676,0.9784735812133072,-0.06299180003586646
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-4,38.65660828421646,-0.12943007576419774,0.6682926829268293,-0.0746029762301399
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-5,35.332289971347976,-0.029213996321018953,2.13436928702011,-0.0803340521195921
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-6,40.73660019198842,-0.24177457803055802,0.35122930255895635,-0.04083934707726489
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-7,39.044898511509054,-0.8984687668600392,3.5411108416201795,-0.05496608037566342
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-10,41.74030481208917,-0.5677350981074127,0.9732472324723247,0.017473239281817876
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-15,45.633204774787664,2.319525013149383,0.9549945115257958,-0.08279032299874811
PED,C_20_in_1_3,2026-06-26,No Significant Move,S-20,39.9871781423095,-2.4394154723526356,0.6703316190813974,-0.1563168659528153
PED,D_rapid_expansion,2026-06-26,No Significant Move,S,63.71805606635048,8.396903598465785,12.82786471479051,0.20031831752047802
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-1,37.69714777889508,-0.3198201684404604,1.3151563753007218,-0.039638992052902444
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-2,37.91295146858181,0.8602204990779446,0.6221749534698219,-0.052627474728354606
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-3,38.52734527095312,-0.7364183070117676,0.9784735812133072,-0.06299180003586646
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-4,38.65660828421646,-0.12943007576419774,0.6682926829268293,-0.0746029762301399
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-5,35.332289971347976,-0.029213996321018953,2.13436928702011,-0.0803340521195921
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-6,40.73660019198842,-0.24177457803055802,0.35122930255895635,-0.04083934707726489
PED,D_rapid_expansion,2026-06-26,No Significant Move,S-7,39.044898511509054,-0.8984687668600392,3.5411108416201795,-0.05496608037566342
