feature,rule,threshold,p_value,signals,successes,failures,success_rate,success_rate_ci95_clustered,base_rate_all_rows,lift,odds_ratio,fisher_p_value,relative_risk,median_return_20,mean_return_20,tickers,q_value_bh,significant_bh_05
volume_change_5,top_30,0.8600435092858554,0.001671592441764916,337,75,262,0.22255192878338279,"[0.16180648935612874, 0.2857380952380952]",0.16725352112676056,1.330626268936436,1.7026219714570197,0.001671592441764916,1.330626268936436,24.137936603117982,83.33365111934629,160,0.011329682105295542,True
volume_change_5,top_20,1.6329283728236872,0.0036524810962435287,225,53,172,0.23555555555555555,"[0.1594560856947764, 0.31897893117756476]",0.16725352112676056,1.4083742690058478,1.7408759124087592,0.0036524810962435287,1.4083742690058478,28.037377346737813,90.06399956968968,112,0.021219175892462406,True
volume_change_5,top_10,5.879412023210164,0.08597227937700526,115,26,89,0.22608695652173913,"[0.11763556985294117, 0.3458718912666281]",0.16725352112676056,1.351762013729977,1.5265826253768155,0.08597227937700526,1.351762013729977,20.711564652394188,98.42323365895885,59,0.23308040186654758,False
base_range_10,bottom_10,37.09708708841659,0.002180130478781961,114,8,106,0.07017543859649122,"[0.013937568455640748, 0.13978494623655913]",0.16725352112676056,0.41957525392428435,0.3483309143686502,0.002180130478781961,0.41957525392428435,16.791573946630443,68.88549732229629,64,0.013916590135213963,True
base_range_10,bottom_20,47.0640660431356,3.8093235760269963e-06,228,16,212,0.07017543859649122,"[0.02926829268292683, 0.11588980936221178]",0.16725352112676056,0.41957525392428435,0.3183691173281284,3.8093235760269963e-06,0.41957525392428435,17.161523659033218,52.586821645650474,110,9.294749525505871e-05,True
base_range_10,bottom_30,57.142859659590954,5.457530563182627e-08,341,27,314,0.07917888563049853,"[0.039996932515337424, 0.12305066409694632]",0.16725352112676056,0.4734063898749807,0.33339846039623305,5.457530563182627e-08,0.4734063898749807,17.328520663488778,51.953511306025185,146,3.3290936435414026e-06,True
base_range_10,median,87.68852270184526,2.0222604396692834e-10,568,55,513,0.09683098591549295,"[0.06281325529114178, 0.1314538094463763]",0.16725352112676056,0.5789473684210527,0.34387408851346474,2.0222604396692834e-10,0.5789473684210527,19.62463757100884,56.11525033992906,196,2.4671577363965258e-08,True
base_range_10,top_30,151.61289206156505,0.0002554675323235002,342,79,263,0.2309941520467836,"[0.16960977906024186, 0.2939810392300097]",0.16725352112676056,1.3811018775007693,1.8482855479053197,0.0002554675323235002,1.3811018775007693,25.876129657980982,117.8236023565922,129,0.0028333671766788207,True
base_range_10,top_20,237.5990517110202,0.0003270786716100993,228,57,171,0.25,"[0.1675348857587242, 0.33467868470778783]",0.16725352112676056,1.4947368421052631,1.9423558897243107,0.0003270786716100993,1.4947368421052631,29.55718483549341,116.78828307852514,91,0.00332529982803601,True
base_range_10,top_10,483.333327814385,0.06599052808342704,117,27,90,0.23076923076923078,"[0.12628289473684212, 0.3508943256578947]",0.16725352112676056,1.379757085020243,1.5754601226993865,0.06599052808342704,1.379757085020243,27.61505516496918,51.130267269375516,49,0.1977643058821904,False
drawdown_peak,bottom_10,-99.19847328244275,0.7935140559472513,115,20,95,0.17391304347826086,"[0.08886446886446887, 0.2674762440610152]",0.16725352112676056,1.039816933638444,1.0538699690402478,0.7935140559472513,1.039816933638444,27.590844700680073,89.30256324349462,29,0.8933287191225704,False
drawdown_peak,bottom_20,-96.99672136150423,0.37151943893874007,228,33,195,0.14473684210526316,"[0.08256769395207982, 0.20717495870177827]",0.16725352112676056,0.8653739612188366,0.8095051445369916,0.37151943893874007,0.8653739612188366,22.30216296253098,74.62437212331953,52,0.6043382873403504,False
drawdown_peak,bottom_30,-92.16825314166229,0.7293400984286869,341,59,282,0.17302052785923755,"[0.12068043518347779, 0.23128679211961853]",0.16725352112676056,1.0344806297268099,1.0604731741649072,0.7293400984286869,1.0344806297268099,22.255193634096383,81.80785500538974,86,0.8807567074291738,False
drawdown_peak,median,-82.56439395023115,0.5779510428179504,568,99,469,0.1742957746478873,"[0.1273646040416128, 0.22369766991127574]",0.16725352112676056,1.0421052631578946,1.1064692237400127,0.5779510428179504,1.0421052631578946,22.283154932898817,83.90821605896,139,0.7875270444077397,False
drawdown_peak,top_30,-62.74691627658249,0.08311220263943322,343,47,296,0.13702623906705538,"[0.08494987882793567, 0.18912721655456505]",0.16725352112676056,0.8192726714746048,0.7217444717444718,0.08311220263943322,0.8192726714746048,19.646364833438625,87.63701606226321,102,0.23044747095479215,False
drawdown_peak,top_20,-43.60730447788579,0.007433001677317013,229,25,204,0.1091703056768559,"[0.0569070188518479, 0.16309703395232225]",0.16725352112676056,0.6527235118363595,0.5510992275698158,0.007433001677317013,0.6527235118363595,16.268659456983524,81.67480413242231,71,0.033707143575714464,True
drawdown_peak,top_10,-17.20275088047317,0.0337979477167715,114,11,103,0.09649122807017543,"[0.030513566623837956, 0.16814597388942434]",0.16725352112676056,0.576915974145891,0.502956012366437,0.0337979477167715,0.576915974145891,13.669592336530867,69.94156291722824,43,0.1249499885286704,False
distance_recent_low,bottom_10,19.122985467892974,0.3538386716702255,114,15,99,0.13157894736842105,"[0.06665289256198347, 0.19658119658119658]",0.16725352112676056,0.7867036011080332,0.7333333333333333,0.3538386716702255,0.7867036011080332,25.13186538359107,65.2736312336964,107,0.58335564788875,False
distance_recent_low,bottom_20,24.666666666666657,0.165830692866482,228,31,197,0.13596491228070176,"[0.08180264180264181, 0.2016815739171205]",0.16725352112676056,0.812927054478301,0.7412763783801041,0.165830692866482,0.812927054478301,20.643575312013482,82.36815203010853,149,0.3549358689422948,False
distance_recent_low,bottom_30,29.1900773648458,0.1195638309291758,341,48,293,0.14076246334310852,"[0.09603604310525214, 0.19480612510698472]",0.16725352112676056,0.8416113597777436,0.7533528817958948,0.1195638309291758,0.8416113597777436,20.757182562151932,78.04054169311222,180,0.280515141795374,False
distance_recent_low,median,41.094107645610755,0.02096748136014315,568,80,488,0.14084507042253522,"[0.1034393885531461, 0.1796917974816173]",0.16725352112676056,0.8421052631578948,0.6825633383010432,0.02096748136014315,0.8421052631578948,21.874866226684766,71.35175117391672,220,0.08526775753124881,False
distance_recent_low,top_30,61.62790262486375,0.000510149803595583,343,78,265,0.22740524781341107,"[0.16666666666666666, 0.29061624649859946]",0.16725352112676056,1.3596440079791314,1.789690026954178,0.000510149803595583,1.3596440079791314,23.348016556962612,99.87761306813833,135,0.004787559695281625,True
distance_recent_low,top_20,84.64673785404753,9.430856967465354e-05,228,59,169,0.25877192982456143,"[0.17796406453715777, 0.3467760098808486]",0.16725352112676056,1.547183748845799,2.070689733050273,9.430856967465354e-05,1.547183748845799,29.95330961187954,124.5309148332098,90,0.001150564550030773,True
distance_recent_low,top_10,155.27144318943755,0.04622585414935121,114,27,87,0.23684210526315788,"[0.13175940013040643, 0.35794736842105257]",0.16725352112676056,1.4160664819944597,1.6354982018193358,0.04622585414935121,1.4160664819944597,28.33957261433332,153.51259641144637,47,0.1575963620864514,False
support_tests_20,bottom_10,1.0,0.2830888578488808,145,29,116,0.2,"[0.12686304393525333, 0.28032024793388427]",0.16725352112676056,1.1957894736842105,1.2888198757763976,0.2830888578488808,1.1957894736842105,27.590844700680073,102.54257375770095,89,0.4933834379651923,False
support_tests_20,bottom_20,2.0,0.19902531929608452,285,55,230,0.19298245614035087,"[0.13725313229985137, 0.25564346913796115]",0.16725352112676056,1.153831948291782,1.2682769726247987,0.19902531929608452,1.153831948291782,27.076926598182084,95.15987692898344,136,0.40468481590203853,False
support_tests_20,bottom_30,3.0,0.45748131352277915,414,74,340,0.178743961352657,"[0.13020424607623318, 0.23078271028037384]",0.16725352112676056,1.0687007373506228,1.1370182555780932,0.45748131352277915,1.0687007373506228,27.33388564943108,82.69607352475201,177,0.6806429298753544,False
support_tests_20,median,5.0,8.661486070660662e-05,625,129,496,0.2064,"[0.16441653630721098, 0.252973078595387]",0.16725352112676056,1.2340547368421053,1.9186277102062401,8.661486070660662e-05,1.2340547368421053,28.205139436525293,91.82525582896847,217,0.001150564550030773,True
support_tests_20,top_30,7.0,0.004515783276096517,394,49,345,0.12436548223350254,"[0.07590396937618629, 0.17166544400195627]",0.16725352112676056,0.7435746727224152,0.6053859595025183,0.004515783276096517,0.7435746727224152,17.832872951730813,83.67339475446998,167,0.02504207089471705,True
support_tests_20,top_20,9.0,0.005700689175002163,232,25,207,0.10775862068965517,"[0.052236153356440544, 0.16450483672705896]",0.16725352112676056,0.6442831215970961,0.5409164104816279,0.005700689175002163,0.6442831215970961,15.484516927676173,109.63812592737494,113,0.028978503306260995,True
support_tests_20,top_10,11.0,8.37853250932542e-05,128,7,121,0.0546875,"[0.008547008547008548, 0.11113505747126434]",0.16725352112676056,0.3269736842105263,0.2608047690014903,8.37853250932542e-05,0.3269736842105263,16.071432117296737,102.07224780413492,68,0.001150564550030773,True
macd_hist_change_pre,bottom_10,-0.43532978548080786,0.23180084499509213,113,14,99,0.12389380530973451,"[0.045441777323799795, 0.20792277227722772]",0.16725352112676056,0.7407545412203074,0.6805555555555556,0.23180084499509213,0.7407545412203074,26.430612215331493,53.78976132754247,47,0.44537018552096624,False
